Fecha,Cliente,Producto,Categoría,PrecioUnitario,Cantidad
2024-06-30,Camila,Teclado,Periféricos,42.05,2
2024-06-10,Pedro,Hub USB-C,Accesorios,33.82,2
2024-02-13,Diego,"Notebook 14""",Computadoras,907.04,3
2024-06-28,Marcos,Hub USB-C,Accesorios,35.91,2
2024-04-29,Diego,SSD 1TB,Almacenamiento,131.71,2
2024-06-01,Rocío,"Notebook 14""",Computadoras,878.36,2
2024-05-28,Federico,"Monitor 24""",Pantallas,212.02,2
2024-03-30,Paula,Cargador USB-C,Accesorios,22.01,4
2024-04-16,Sofía,SSD 1TB,Almacenamiento,131.63,4
2024-02-14,Florencia,Cargador USB-C,Accesorios,30.94,1
2024-03-13,Marcos,"Notebook 15""",Computadoras,1160.87,4
2024-01-16,Diego,SSD 1TB,Almacenamiento,148.92,2
2024-02-14,Federico,Webcam,Periféricos,70.36,1
2024-06-25,Marta,"Monitor 27""",Pantallas,213.77,2
2024-03-22,Nicolás,Pad Mouse,Periféricos,9.7,5
2024-03-18,Marta,"Monitor 24""",Pantallas,179.58,1
2024-01-31,Hernán,Disco 2TB,Almacenamiento,107.88,2
2024-03-22,Agustín,Parlante BT,Audio,72.7,1
2024-01-10,Sofía,Disco 2TB,Almacenamiento,114.8,2
2024-04-25,Ana,Mouse,Periféricos,28.28,3
2024-04-01,Pedro,Cargador USB-C,Accesorios,23.77,3
2024-02-26,Rocío,Hub USB-C,Accesorios,34.38,3
2024-03-13,Carlos,Mouse,Periféricos,26.96,3
2024-06-12,Marcos,"Monitor 27""",Pantallas,238.57,2
2024-05-12,Camila,Mouse,Periféricos,20.66,1
2024-03-26,Rocío,Parlante BT,Audio,75.6,1
2024-03-05,Federico,Disco 2TB,Almacenamiento,98.09,5
2024-06-18,Rocío,"Notebook 15""",Computadoras,1102.84,5
2024-04-03,Rocío,Parlante BT,Audio,50.11,2
2024-02-02,Sofía,Cargador USB-C,Accesorios,31.15,2
2024-05-08,Nicolás,Auriculares,Audio,38.6,1
2024-01-02,Jorge,"Notebook 15""",Computadoras,1132.36,2
2024-06-23,Jorge,Parlante BT,Audio,56.55,2
2024-03-02,Rocío,"Monitor 27""",Pantallas,266.05,1
2024-01-18,Rocío,Pad Mouse,Periféricos,7.13,2
2024-01-27,Luis,SSD 1TB,Almacenamiento,115.54,3
2024-04-21,Lucía,Auriculares,Audio,32.52,3
2024-01-30,Sofía,Mouse,Periféricos,17.82,1
2024-05-20,Marcos,Disco 2TB,Almacenamiento,99.69,4
2024-03-01,Camila,Disco 2TB,Almacenamiento,110.65,1
2024-02-21,Federico,"Monitor 24""",Pantallas,193.86,1
2024-01-08,Hernán,Auriculares,Audio,33.07,2
2024-06-10,Carlos,Mouse,Periféricos,27.73,5
2024-01-21,Florencia,"Notebook 15""",Computadoras,1088.3,3
2024-01-19,Florencia,SSD 1TB,Almacenamiento,115.16,3
2024-06-21,Camila,"Notebook 14""",Computadoras,854.92,2
2024-01-03,Lucía,"Monitor 24""",Pantallas,213.8,5
2024-02-09,Nicolás,Disco 2TB,Almacenamiento,91.92,2
2024-04-29,Diego,Auriculares,Audio,37.39,3
2024-06-13,Marcos,Pad Mouse,Periféricos,8.66,1
2024-01-10,Paula,Teclado,Periféricos,47.48,3
2024-06-29,Florencia,Mouse,Periféricos,26.77,3
2024-05-10,Hernán,"Notebook 15""",Computadoras,1042.79,1
2024-06-18,Agustín,Teclado,Periféricos,54.83,3
2024-01-26,Hernán,"Notebook 14""",Computadoras,928.17,2
2024-05-09,Florencia,"Notebook 14""",Computadoras,817.26,2
2024-05-21,Nicolás,Disco 2TB,Almacenamiento,100.89,3
2024-06-23,Diego,Cargador USB-C,Accesorios,30.94,3
2024-02-19,Lucía,SSD 512GB,Almacenamiento,77.44,2
2024-06-27,Nicolás,Cable HDMI,Accesorios,13.01,4
2024-02-21,Diego,Auriculares,Audio,34.4,6
2024-05-31,Daniela,Teclado,Periféricos,43.35,2
2024-04-13,Marcos,Mouse,Periféricos,25.78,1
2024-06-26,Federico,"Monitor 27""",Pantallas,235.0,1
2024-04-09,Lucía,SSD 512GB,Almacenamiento,79.96,3
2024-03-14,Paula,SSD 1TB,Almacenamiento,138.29,1
2024-05-01,Hernán,Auriculares,Audio,46.02,2
2024-01-26,Marcos,"Monitor 27""",Pantallas,256.1,1
2024-01-03,Valentina,Mouse,Periféricos,24.35,2
2024-05-13,Federico,SSD 512GB,Almacenamiento,90.97,3
2024-03-12,Carlos,Pad Mouse,Periféricos,9.14,2
2024-03-20,Daniela,SSD 512GB,Almacenamiento,71.68,5
2024-05-09,Camila,"Monitor 24""",Pantallas,217.58,3
2024-03-02,Diego,"Notebook 14""",Computadoras,930.14,1
2024-05-19,Sofía,"Monitor 24""",Pantallas,201.78,3
2024-01-08,Daniela,"Monitor 24""",Pantallas,217.32,2
2024-04-22,Lucía,"Monitor 27""",Pantallas,271.13,2
2024-04-29,Marcos,"Monitor 24""",Pantallas,197.71,3
2024-05-02,Lucía,"Monitor 24""",Pantallas,219.18,1
2024-06-13,Lucía,SSD 1TB,Almacenamiento,143.13,4
2024-01-27,Pedro,Teclado,Periféricos,45.68,1
2024-01-01,Marta,Mouse,Periféricos,23.85,1
2024-01-30,Daniela,Auriculares,Audio,40.08,4
2024-06-12,Florencia,Parlante BT,Audio,71.28,3
2024-01-25,Daniela,SSD 1TB,Almacenamiento,124.02,5
2024-06-12,Rocío,SSD 512GB,Almacenamiento,78.73,1
2024-05-07,Daniela,"Notebook 14""",Computadoras,902.62,4
2024-01-04,Daniela,Pad Mouse,Periféricos,11.44,6
2024-06-20,Hernán,"Notebook 14""",Computadoras,847.57,2
2024-05-09,Federico,"Monitor 27""",Pantallas,274.86,1
2024-04-15,Diego,Webcam,Periféricos,68.64,2
2024-01-13,Luis,Hub USB-C,Accesorios,34.03,5
2024-03-03,Daniela,Parlante BT,Audio,68.7,1
2024-03-05,Hernán,SSD 1TB,Almacenamiento,144.28,5
2024-04-28,Federico,Pad Mouse,Periféricos,10.33,1
2024-04-10,Nicolás,Teclado,Periféricos,54.52,5
2024-03-17,Hernán,Cable HDMI,Accesorios,9.3,2
2024-01-18,Agustín,Auriculares,Audio,44.17,1
2024-01-25,Ana,"Monitor 24""",Pantallas,222.2,3
2024-06-06,Federico,Teclado,Periféricos,58.2,3
2024-03-20,Agustín,SSD 1TB,Almacenamiento,113.98,2
2024-06-15,Rocío,"Notebook 14""",Computadoras,876.84,2
2024-01-18,Sofía,"Notebook 14""",Computadoras,864.15,5
2024-01-26,Lucía,"Notebook 14""",Computadoras,897.65,1
2024-05-01,Daniela,SSD 512GB,Almacenamiento,78.53,4
2024-05-23,Camila,Pad Mouse,Periféricos,6.9,1
2024-06-14,Daniela,Hub USB-C,Accesorios,38.8,3
2024-03-18,Jorge,Hub USB-C,Accesorios,34.08,1
2024-04-23,Camila,SSD 1TB,Almacenamiento,126.99,2
2024-04-22,Federico,"Notebook 14""",Computadoras,963.72,2
2024-06-04,Nicolás,Pad Mouse,Periféricos,12.44,4
2024-06-09,Diego,Webcam,Periféricos,68.54,1
2024-01-30,Diego,"Monitor 27""",Pantallas,254.67,2
2024-02-14,Marta,"Notebook 14""",Computadoras,858.7,1
2024-01-24,Lucía,Hub USB-C,Accesorios,37.02,2
2024-03-19,Federico,"Monitor 24""",Pantallas,185.8,3
2024-04-03,Pedro,Webcam,Periféricos,68.59,2
2024-03-24,Daniela,Auriculares,Audio,38.22,2
2024-05-30,Sofía,Hub USB-C,Accesorios,39.64,2
2024-03-22,Daniela,Webcam,Periféricos,65.97,2
2024-06-04,Hernán,SSD 512GB,Almacenamiento,98.09,3
2024-06-22,Daniela,"Notebook 15""",Computadoras,1095.55,1
2024-02-04,Marcos,Parlante BT,Audio,59.26,2
2024-05-06,Federico,Teclado,Periféricos,42.92,2
2024-06-15,Sofía,Parlante BT,Audio,75.84,3
2024-06-23,Jorge,"Notebook 14""",Computadoras,891.7,2
2024-01-29,Daniela,Teclado,Periféricos,56.61,3
2024-02-19,Nicolás,SSD 512GB,Almacenamiento,69.5,3
2024-01-14,Marcos,SSD 1TB,Almacenamiento,126.61,3
2024-04-11,Camila,"Notebook 14""",Computadoras,950.2,5
2024-01-11,Camila,Auriculares,Audio,44.58,2
2024-02-25,Paula,Teclado,Periféricos,48.15,1
2024-06-02,Camila,"Monitor 24""",Pantallas,196.8,4
2024-05-23,Diego,Pad Mouse,Periféricos,12.18,1
2024-06-03,Valentina,SSD 1TB,Almacenamiento,139.76,4
2024-04-16,Agustín,Cargador USB-C,Accesorios,30.82,4
2024-06-22,Nicolás,Mouse,Periféricos,22.53,3
2024-05-04,Federico,"Notebook 15""",Computadoras,1145.49,2
2024-02-03,Nicolás,Webcam,Periféricos,69.4,2
2024-02-23,Sofía,SSD 512GB,Almacenamiento,66.85,1
2024-02-22,Paula,Disco 2TB,Almacenamiento,102.88,3
2024-01-16,Carlos,Mouse,Periféricos,28.74,5
2024-01-14,Sofía,SSD 512GB,Almacenamiento,85.37,2
2024-06-10,Lucía,SSD 512GB,Almacenamiento,75.57,4
2024-01-15,Agustín,"Notebook 15""",Computadoras,1095.66,3
2024-03-21,Marcos,Disco 2TB,Almacenamiento,114.92,1
2024-02-09,Marcos,Cable HDMI,Accesorios,11.36,2
2024-04-17,Camila,Cable HDMI,Accesorios,12.39,2
2024-01-17,Paula,Pad Mouse,Periféricos,10.52,2
2024-04-25,Sofía,Auriculares,Audio,38.27,2
2024-05-27,Pedro,"Monitor 27""",Pantallas,301.11,1
2024-06-28,Marcos,Mouse,Periféricos,31.56,3
2024-03-27,Jorge,Pad Mouse,Periféricos,10.78,1
2024-04-30,Federico,Teclado,Periféricos,51.19,1
2024-06-16,Marta,Mouse,Periféricos,22.2,1
2024-01-02,Daniela,Parlante BT,Audio,68.83,2
2024-01-13,Ana,Disco 2TB,Almacenamiento,97.05,1
2024-02-25,Hernán,Mouse,Periféricos,30.46,2
2024-06-17,Marta,"Notebook 14""",Computadoras,936.32,2
2024-01-04,Rocío,Webcam,Periféricos,77.42,2
2024-01-07,Carlos,Disco 2TB,Almacenamiento,104.26,1
2024-06-30,Valentina,"Monitor 27""",Pantallas,249.44,6
2024-02-22,Lucía,"Notebook 15""",Computadoras,1090.4,2
2024-03-12,Nicolás,Webcam,Periféricos,58.89,2
2024-04-08,Pedro,Pad Mouse,Periféricos,10.44,3
2024-02-17,Ana,Parlante BT,Audio,60.63,3
2024-01-08,Camila,SSD 512GB,Almacenamiento,80.14,2
2024-04-03,Daniela,Cable HDMI,Accesorios,11.45,4
2024-04-17,Florencia,"Notebook 14""",Computadoras,960.08,1
2024-04-27,Florencia,Cable HDMI,Accesorios,11.89,3
2024-04-14,Pedro,Pad Mouse,Periféricos,13.76,1
2024-05-28,Diego,Cable HDMI,Accesorios,11.65,4
2024-04-24,Diego,Hub USB-C,Accesorios,36.24,3
2024-02-20,Hernán,"Notebook 15""",Computadoras,1054.58,1
2024-05-18,Camila,Cargador USB-C,Accesorios,26.73,3
2024-06-28,Florencia,"Monitor 27""",Pantallas,263.05,4
2024-06-09,Carlos,Cable HDMI,Accesorios,10.68,2
2024-04-15,Valentina,SSD 1TB,Almacenamiento,145.09,2
2024-04-17,Paula,"Notebook 14""",Computadoras,915.97,2
2024-03-12,Pedro,"Notebook 15""",Computadoras,1095.87,4
2024-03-05,Ana,Auriculares,Audio,47.57,1
2024-05-14,Hernán,Webcam,Periféricos,60.27,2
2024-01-06,Camila,"Notebook 15""",Computadoras,1111.76,2
2024-06-13,Daniela,Auriculares,Audio,38.66,5
2024-06-06,Daniela,Cargador USB-C,Accesorios,29.3,3
2024-04-09,Valentina,Auriculares,Audio,40.95,3
2024-04-10,Paula,"Notebook 15""",Computadoras,1003.57,2
2024-04-03,Rocío,"Monitor 27""",Pantallas,240.71,2
2024-06-03,Ana,SSD 1TB,Almacenamiento,113.49,1
2024-04-25,Jorge,Hub USB-C,Accesorios,35.41,4
2024-01-26,Florencia,Hub USB-C,Accesorios,33.2,2
2024-03-12,Federico,"Monitor 27""",Pantallas,245.19,2
2024-01-11,Sofía,Disco 2TB,Almacenamiento,98.4,4
2024-02-22,Federico,"Monitor 27""",Pantallas,252.92,4
2024-03-06,Marcos,Mouse,Periféricos,24.56,2
2024-02-20,Paula,"Monitor 27""",Pantallas,264.66,3
2024-02-17,Hernán,"Notebook 14""",Computadoras,892.77,1
2024-02-09,Valentina,"Notebook 14""",Computadoras,827.51,1
2024-02-02,Paula,"Monitor 24""",Pantallas,235.07,1
2024-02-23,Carlos,Pad Mouse,Periféricos,8.94,4
2024-06-08,Pedro,"Notebook 15""",Computadoras,1138.86,2
2024-05-25,Marta,Cable HDMI,Accesorios,12.84,1
2024-05-09,Rocío,Cable HDMI,Accesorios,14.22,1
2024-04-17,Marcos,Cargador USB-C,Accesorios,26.16,2
2024-06-06,Jorge,SSD 512GB,Almacenamiento,85.26,4
2024-06-12,Ana,Webcam,Periféricos,69.06,3
2024-03-06,Luis,Auriculares,Audio,45.85,2
2024-05-02,Sofía,Teclado,Periféricos,49.12,2
2024-04-27,Valentina,"Notebook 14""",Computadoras,963.01,2
2024-01-07,Pedro,Cable HDMI,Accesorios,11.37,3
2024-04-06,Ana,"Monitor 27""",Pantallas,278.69,2
2024-04-17,Carlos,Webcam,Periféricos,69.99,1
2024-06-05,Ana,Cargador USB-C,Accesorios,28.37,1
2024-04-24,Jorge,SSD 512GB,Almacenamiento,84.55,2
2024-06-19,Paula,"Notebook 15""",Computadoras,1132.72,2
2024-05-05,Daniela,SSD 1TB,Almacenamiento,126.4,2
2024-04-26,Nicolás,Parlante BT,Audio,58.24,3
2024-03-14,Agustín,Mouse,Periféricos,21.67,2
2024-02-07,Pedro,Parlante BT,Audio,51.11,2
2024-06-10,Marcos,Disco 2TB,Almacenamiento,112.04,2
2024-02-09,Carlos,Cargador USB-C,Accesorios,26.94,1
2024-06-23,Sofía,"Monitor 24""",Pantallas,208.14,1
2024-03-08,Marcos,Disco 2TB,Almacenamiento,100.85,4
2024-06-12,Ana,Teclado,Periféricos,43.39,2
2024-04-03,Lucía,Disco 2TB,Almacenamiento,102.51,1
2024-02-07,Nicolás,"Monitor 27""",Pantallas,280.82,3
2024-05-02,Luis,"Monitor 24""",Pantallas,189.61,1
2024-06-01,Nicolás,Teclado,Periféricos,56.22,2
2024-02-05,Hernán,"Monitor 24""",Pantallas,211.37,2
2024-02-28,Daniela,Disco 2TB,Almacenamiento,109.14,2
2024-06-17,Valentina,SSD 512GB,Almacenamiento,73.42,1
2024-03-26,Sofía,Parlante BT,Audio,63.55,1
2024-06-05,Florencia,Teclado,Periféricos,56.69,2
2024-06-13,Marcos,Cargador USB-C,Accesorios,29.21,2
2024-04-20,Valentina,"Monitor 24""",Pantallas,200.32,1
2024-04-05,Camila,Parlante BT,Audio,65.96,4
2024-02-20,Jorge,Teclado,Periféricos,57.14,3
2024-01-19,Lucía,Hub USB-C,Accesorios,27.61,1
2024-06-27,Agustín,Auriculares,Audio,38.7,1
2024-06-19,Sofía,"Notebook 14""",Computadoras,907.62,1
2024-05-15,Diego,Teclado,Periféricos,46.27,3
2024-02-11,Federico,"Monitor 27""",Pantallas,286.28,2
2024-04-07,Ana,Parlante BT,Audio,71.24,2
2024-02-28,Diego,Cargador USB-C,Accesorios,26.3,1
2024-05-30,Rocío,Webcam,Periféricos,74.33,1
2024-03-13,Camila,Mouse,Periféricos,19.93,3
2024-02-24,Lucía,Pad Mouse,Periféricos,6.32,2
2024-06-21,Daniela,Mouse,Periféricos,31.67,3
2024-06-04,Rocío,SSD 512GB,Almacenamiento,74.78,1
2024-01-28,Luis,Parlante BT,Audio,81.45,3
2024-04-08,Camila,Webcam,Periféricos,72.52,2
2024-01-30,Florencia,Teclado,Periféricos,50.64,2
2024-05-25,Pedro,Cargador USB-C,Accesorios,26.42,2
2024-06-14,Lucía,SSD 512GB,Almacenamiento,76.51,2
2024-05-28,Florencia,SSD 1TB,Almacenamiento,122.41,2
2024-02-24,Nicolás,"Monitor 24""",Pantallas,173.2,3
2024-01-27,Ana,Disco 2TB,Almacenamiento,86.76,2
2024-04-05,Camila,Webcam,Periféricos,70.91,3
2024-01-22,Marcos,Parlante BT,Audio,65.05,4
2024-05-15,Daniela,Cable HDMI,Accesorios,11.01,3
2024-03-24,Florencia,"Notebook 15""",Computadoras,1055.46,1
2024-06-20,Florencia,Cargador USB-C,Accesorios,27.96,3
2024-04-26,Jorge,Pad Mouse,Periféricos,10.43,3
2024-01-06,Florencia,SSD 1TB,Almacenamiento,146.86,3
2024-01-30,Agustín,Cable HDMI,Accesorios,13.82,2
2024-02-05,Marcos,Pad Mouse,Periféricos,7.65,3
2024-02-01,Carlos,Webcam,Periféricos,72.08,1
2024-05-04,Nicolás,"Notebook 15""",Computadoras,1153.41,2
2024-05-16,Marcos,SSD 1TB,Almacenamiento,119.63,2
2024-02-21,Nicolás,Auriculares,Audio,31.19,4
2024-03-30,Hernán,Disco 2TB,Almacenamiento,95.28,6
2024-03-04,Sofía,Auriculares,Audio,57.87,2
2024-01-16,Rocío,SSD 1TB,Almacenamiento,126.82,2
2024-04-01,Rocío,"Monitor 27""",Pantallas,267.1,3
2024-02-19,Agustín,Mouse,Periféricos,25.64,4
2024-03-22,Florencia,Disco 2TB,Almacenamiento,96.92,3
2024-06-15,Jorge,Cargador USB-C,Accesorios,33.18,4
2024-06-28,Florencia,Webcam,Periféricos,71.13,2
2024-03-30,Rocío,"Notebook 15""",Computadoras,1034.16,3
2024-04-21,Agustín,Hub USB-C,Accesorios,31.47,1
2024-04-27,Agustín,Teclado,Periféricos,51.3,2
2024-03-13,Marta,Mouse,Periféricos,22.87,1
2024-02-12,Luis,Webcam,Periféricos,65.89,3
2024-02-13,Sofía,Parlante BT,Audio,60.01,3
2024-03-26,Jorge,Teclado,Periféricos,45.66,2
